product_name,sku,description,brand,ingredient,rating_value,review_count,image_url,product_url,customer_name,review_date,star_rating,review_title,review_text,neg,neu,pos,compound,sentiment,pred
"Organic Wheat Grass Powder, Sourced from USA, USDA Certified Organic, 8.5 oz (240 g)",tensor(705154315),"Formulated with Organic Wheat Grass Harvested from Kansas, USA Adds a Mild, Grassy, and Sweet Flavor to Recipes Mix into Smoothies, Shakes, Yogurt, or Oatmeal for an Added Nutritional Boost Suitable for Vegetarians  California Gold Nutrition® Superfoods  Organic Wheat Grass Powder can give all your favorite foods a healthy boost. It’s the perfect addition to smoothies, shakes, yogurt, and oatmeal and can even be baked into your favorite dishes.",California Gold Nutrition,​Main,tensor(4.6000),tensor(788),https://i5.walmartimages.com/seo/Organic-Wheat-Grass-Powder-Sourced-from-USA-USDA-Certified-Organic-8-5-oz-240-g_71ddaa98-af0e-48c7-97c8-62040df69eb1.ada452b53e407e14e71b0afb6c70e9fa.jpeg,https://www.walmart.com/ip/Organic-Wheat-Grass-Powder-Sourced-from-USA-USDA-Certified-Organic-8-5-oz-240-g/705154315,iHerbCustomer,"May 24, 2024",5 out of 5 stars review,Excellent!,My son and nyself like it and It has great taste especially with yogurt or orange juice Moreover it s gentile on stomach,tensor(0.),tensor(0.7520),tensor(0.2480),tensor(0.7650),positive,positive
"Organic Wheat Grass Powder, Sourced from USA, USDA Certified Organic, 8.5 oz (240 g)",tensor(705154315),"Formulated with Organic Wheat Grass Harvested from Kansas, USA Adds a Mild, Grassy, and Sweet Flavor to Recipes Mix into Smoothies, Shakes, Yogurt, or Oatmeal for an Added Nutritional Boost Suitable for Vegetarians  California Gold Nutrition® Superfoods  Organic Wheat Grass Powder can give all your favorite foods a healthy boost. It’s the perfect addition to smoothies, shakes, yogurt, and oatmeal and can even be baked into your favorite dishes.",California Gold Nutrition,​Main,tensor(4.6000),tensor(788),https://i5.walmartimages.com/seo/Organic-Wheat-Grass-Powder-Sourced-from-USA-USDA-Certified-Organic-8-5-oz-240-g_71ddaa98-af0e-48c7-97c8-62040df69eb1.ada452b53e407e14e71b0afb6c70e9fa.jpeg,https://www.walmart.com/ip/Organic-Wheat-Grass-Powder-Sourced-from-USA-USDA-Certified-Organic-8-5-oz-240-g/705154315,iHerb Customer,"May 30, 2024",2 out of 5 stars review,Taste weird,It has a burnt taste to it I was expecting a raw grassy taste but it tasted like it s been roasted or something Quite weird,tensor(0.0870),tensor(0.8000),tensor(0.1130),tensor(0.1927),positive,negative
"Organic Wheat Grass Powder, Sourced from USA, USDA Certified Organic, 8.5 oz (240 g)",tensor(705154315),"Formulated with Organic Wheat Grass Harvested from Kansas, USA Adds a Mild, Grassy, and Sweet Flavor to Recipes Mix into Smoothies, Shakes, Yogurt, or Oatmeal for an Added Nutritional Boost Suitable for Vegetarians  California Gold Nutrition® Superfoods  Organic Wheat Grass Powder can give all your favorite foods a healthy boost. It’s the perfect addition to smoothies, shakes, yogurt, and oatmeal and can even be baked into your favorite dishes.",California Gold Nutrition,​Main,tensor(4.6000),tensor(788),https://i5.walmartimages.com/seo/Organic-Wheat-Grass-Powder-Sourced-from-USA-USDA-Certified-Organic-8-5-oz-240-g_71ddaa98-af0e-48c7-97c8-62040df69eb1.ada452b53e407e14e71b0afb6c70e9fa.jpeg,https://www.walmart.com/ip/Organic-Wheat-Grass-Powder-Sourced-from-USA-USDA-Certified-Organic-8-5-oz-240-g/705154315,iHerb Customer,"May 16, 2024",5 out of 5 stars review,Great!,I use it together with collagen getting excellent superfood great ingredients The package size is very comfortable,tensor(0.),tensor(0.5510),tensor(0.4490),tensor(0.9080),positive,positive
"Organic Wheat Grass Powder, Sourced from USA, USDA Certified Organic, 8.5 oz (240 g)",tensor(705154315),"Formulated with Organic Wheat Grass Harvested from Kansas, USA Adds a Mild, Grassy, and Sweet Flavor to Recipes Mix into Smoothies, Shakes, Yogurt, or Oatmeal for an Added Nutritional Boost Suitable for Vegetarians  California Gold Nutrition® Superfoods  Organic Wheat Grass Powder can give all your favorite foods a healthy boost. It’s the perfect addition to smoothies, shakes, yogurt, and oatmeal and can even be baked into your favorite dishes.",California Gold Nutrition,​Main,tensor(4.6000),tensor(788),https://i5.walmartimages.com/seo/Organic-Wheat-Grass-Powder-Sourced-from-USA-USDA-Certified-Organic-8-5-oz-240-g_71ddaa98-af0e-48c7-97c8-62040df69eb1.ada452b53e407e14e71b0afb6c70e9fa.jpeg,https://www.walmart.com/ip/Organic-Wheat-Grass-Powder-Sourced-from-USA-USDA-Certified-Organic-8-5-oz-240-g/705154315,iHerb Customer,"May 6, 2024",4 out of 5 stars review,Great green!,I use this product with my morning smoothie I like its taste and can start a day very refreshing Also very reasonable price,tensor(0.),tensor(0.8870),tensor(0.1130),tensor(0.4199),positive,positive
"Organic Wheat Grass Powder, Sourced from USA, USDA Certified Organic, 8.5 oz (240 g)",tensor(705154315),"Formulated with Organic Wheat Grass Harvested from Kansas, USA Adds a Mild, Grassy, and Sweet Flavor to Recipes Mix into Smoothies, Shakes, Yogurt, or Oatmeal for an Added Nutritional Boost Suitable for Vegetarians  California Gold Nutrition® Superfoods  Organic Wheat Grass Powder can give all your favorite foods a healthy boost. It’s the perfect addition to smoothies, shakes, yogurt, and oatmeal and can even be baked into your favorite dishes.",California Gold Nutrition,​Main,tensor(4.6000),tensor(788),https://i5.walmartimages.com/seo/Organic-Wheat-Grass-Powder-Sourced-from-USA-USDA-Certified-Organic-8-5-oz-240-g_71ddaa98-af0e-48c7-97c8-62040df69eb1.ada452b53e407e14e71b0afb6c70e9fa.jpeg,https://www.walmart.com/ip/Organic-Wheat-Grass-Powder-Sourced-from-USA-USDA-Certified-Organic-8-5-oz-240-g/705154315,iHerb Customer,"May 25, 2024",5 out of 5 stars review,Excellent!,A good deal for organic wheatgrass with 30 servings per tablespoon and the price was great for this item,tensor(0.),tensor(0.7080),tensor(0.2920),tensor(0.7906),positive,positive
"Organic Wheat Grass Powder, Sourced from USA, USDA Certified Organic, 8.5 oz (240 g)",tensor(705154315),"Formulated with Organic Wheat Grass Harvested from Kansas, USA Adds a Mild, Grassy, and Sweet Flavor to Recipes Mix into Smoothies, Shakes, Yogurt, or Oatmeal for an Added Nutritional Boost Suitable for Vegetarians  California Gold Nutrition® Superfoods  Organic Wheat Grass Powder can give all your favorite foods a healthy boost. It’s the perfect addition to smoothies, shakes, yogurt, and oatmeal and can even be baked into your favorite dishes.",California Gold Nutrition,​Main,tensor(4.6000),tensor(788),https://i5.walmartimages.com/seo/Organic-Wheat-Grass-Powder-Sourced-from-USA-USDA-Certified-Organic-8-5-oz-240-g_71ddaa98-af0e-48c7-97c8-62040df69eb1.ada452b53e407e14e71b0afb6c70e9fa.jpeg,https://www.walmart.com/ip/Organic-Wheat-Grass-Powder-Sourced-from-USA-USDA-Certified-Organic-8-5-oz-240-g/705154315,iHerb Customer,"May 16, 2024",4 out of 5 stars review,Delicious,Smell and taste delicious as I have expected it to be like gross like grass Bonus is that it is good for you so will continue to take this daily,tensor(0.0730),tensor(0.5690),tensor(0.3580),tensor(0.9001),positive,positive
"Organic Wheat Grass Powder, Sourced from USA, USDA Certified Organic, 8.5 oz (240 g)",tensor(705154315),"Formulated with Organic Wheat Grass Harvested from Kansas, USA Adds a Mild, Grassy, and Sweet Flavor to Recipes Mix into Smoothies, Shakes, Yogurt, or Oatmeal for an Added Nutritional Boost Suitable for Vegetarians  California Gold Nutrition® Superfoods  Organic Wheat Grass Powder can give all your favorite foods a healthy boost. It’s the perfect addition to smoothies, shakes, yogurt, and oatmeal and can even be baked into your favorite dishes.",California Gold Nutrition,​Main,tensor(4.6000),tensor(788),https://i5.walmartimages.com/seo/Organic-Wheat-Grass-Powder-Sourced-from-USA-USDA-Certified-Organic-8-5-oz-240-g_71ddaa98-af0e-48c7-97c8-62040df69eb1.ada452b53e407e14e71b0afb6c70e9fa.jpeg,https://www.walmart.com/ip/Organic-Wheat-Grass-Powder-Sourced-from-USA-USDA-Certified-Organic-8-5-oz-240-g/705154315,iHerb Customer,"Aug 4, 2024",5 out of 5 stars review,Good,Bitter taste the quality is mid but fine overall the benefits are great,tensor(0.0860),tensor(0.4060),tensor(0.5080),tensor(0.8847),positive,negative
"Organic Wheat Grass Powder, Sourced from USA, USDA Certified Organic, 8.5 oz (240 g)",tensor(705154315),"Formulated with Organic Wheat Grass Harvested from Kansas, USA Adds a Mild, Grassy, and Sweet Flavor to Recipes Mix into Smoothies, Shakes, Yogurt, or Oatmeal for an Added Nutritional Boost Suitable for Vegetarians  California Gold Nutrition® Superfoods  Organic Wheat Grass Powder can give all your favorite foods a healthy boost. It’s the perfect addition to smoothies, shakes, yogurt, and oatmeal and can even be baked into your favorite dishes.",California Gold Nutrition,​Main,tensor(4.6000),tensor(788),https://i5.walmartimages.com/seo/Organic-Wheat-Grass-Powder-Sourced-from-USA-USDA-Certified-Organic-8-5-oz-240-g_71ddaa98-af0e-48c7-97c8-62040df69eb1.ada452b53e407e14e71b0afb6c70e9fa.jpeg,https://www.walmart.com/ip/Organic-Wheat-Grass-Powder-Sourced-from-USA-USDA-Certified-Organic-8-5-oz-240-g/705154315,iHerb customer,"Sep 10, 2024",5 out of 5 stars review,Excellent!,good quality taste amazing package big enough it will last long time,tensor(0.),tensor(0.5990),tensor(0.4010),tensor(0.7717),positive,positive
"Organic Wheat Grass Powder, Sourced from USA, USDA Certified Organic, 8.5 oz (240 g)",tensor(705154315),"Formulated with Organic Wheat Grass Harvested from Kansas, USA Adds a Mild, Grassy, and Sweet Flavor to Recipes Mix into Smoothies, Shakes, Yogurt, or Oatmeal for an Added Nutritional Boost Suitable for Vegetarians  California Gold Nutrition® Superfoods  Organic Wheat Grass Powder can give all your favorite foods a healthy boost. It’s the perfect addition to smoothies, shakes, yogurt, and oatmeal and can even be baked into your favorite dishes.",California Gold Nutrition,​Main,tensor(4.6000),tensor(788),https://i5.walmartimages.com/seo/Organic-Wheat-Grass-Powder-Sourced-from-USA-USDA-Certified-Organic-8-5-oz-240-g_71ddaa98-af0e-48c7-97c8-62040df69eb1.ada452b53e407e14e71b0afb6c70e9fa.jpeg,https://www.walmart.com/ip/Organic-Wheat-Grass-Powder-Sourced-from-USA-USDA-Certified-Organic-8-5-oz-240-g/705154315,iHerb Customer,"Aug 5, 2024",5 out of 5 stars review,Excellent!,This helps clean out your liver to start burning fat taste like grass but it s awesome for you,tensor(0.),tensor(0.5590),tensor(0.4410),tensor(0.8765),positive,positive
"Organic Wheat Grass Powder, Sourced from USA, USDA Certified Organic, 8.5 oz (240 g)",tensor(705154315),"Formulated with Organic Wheat Grass Harvested from Kansas, USA Adds a Mild, Grassy, and Sweet Flavor to Recipes Mix into Smoothies, Shakes, Yogurt, or Oatmeal for an Added Nutritional Boost Suitable for Vegetarians  California Gold Nutrition® Superfoods  Organic Wheat Grass Powder can give all your favorite foods a healthy boost. It’s the perfect addition to smoothies, shakes, yogurt, and oatmeal and can even be baked into your favorite dishes.",California Gold Nutrition,​Main,tensor(4.6000),tensor(788),https://i5.walmartimages.com/seo/Organic-Wheat-Grass-Powder-Sourced-from-USA-USDA-Certified-Organic-8-5-oz-240-g_71ddaa98-af0e-48c7-97c8-62040df69eb1.ada452b53e407e14e71b0afb6c70e9fa.jpeg,https://www.walmart.com/ip/Organic-Wheat-Grass-Powder-Sourced-from-USA-USDA-Certified-Organic-8-5-oz-240-g/705154315,iHerb Customer,"Jul 29, 2024",4 out of 5 stars review,good,need to get used to the taste cant say i noticed the desired effects but at least no side effects,tensor(0.1250),tensor(0.8050),tensor(0.0690),tensor(-0.3071),negative,neutral
"Organic Wheat Grass Powder, Sourced from USA, USDA Certified Organic, 8.5 oz (240 g)",tensor(705154315),"Formulated with Organic Wheat Grass Harvested from Kansas, USA Adds a Mild, Grassy, and Sweet Flavor to Recipes Mix into Smoothies, Shakes, Yogurt, or Oatmeal for an Added Nutritional Boost Suitable for Vegetarians  California Gold Nutrition® Superfoods  Organic Wheat Grass Powder can give all your favorite foods a healthy boost. It’s the perfect addition to smoothies, shakes, yogurt, and oatmeal and can even be baked into your favorite dishes.",California Gold Nutrition,​Main,tensor(4.6000),tensor(788),https://i5.walmartimages.com/seo/Organic-Wheat-Grass-Powder-Sourced-from-USA-USDA-Certified-Organic-8-5-oz-240-g_71ddaa98-af0e-48c7-97c8-62040df69eb1.ada452b53e407e14e71b0afb6c70e9fa.jpeg,https://www.walmart.com/ip/Organic-Wheat-Grass-Powder-Sourced-from-USA-USDA-Certified-Organic-8-5-oz-240-g/705154315,iHerb Customer,"Aug 2, 2024",5 out of 5 stars review,Great quality ,Not super bitter as I was expecting it to be I really love this product and have it daily,tensor(0.1200),tensor(0.6090),tensor(0.2710),tensor(0.6087),positive,positive
"Organic Wheat Grass Powder, Sourced from USA, USDA Certified Organic, 8.5 oz (240 g)",tensor(705154315),"Formulated with Organic Wheat Grass Harvested from Kansas, USA Adds a Mild, Grassy, and Sweet Flavor to Recipes Mix into Smoothies, Shakes, Yogurt, or Oatmeal for an Added Nutritional Boost Suitable for Vegetarians  California Gold Nutrition® Superfoods  Organic Wheat Grass Powder can give all your favorite foods a healthy boost. It’s the perfect addition to smoothies, shakes, yogurt, and oatmeal and can even be baked into your favorite dishes.",California Gold Nutrition,​Main,tensor(4.6000),tensor(788),https://i5.walmartimages.com/seo/Organic-Wheat-Grass-Powder-Sourced-from-USA-USDA-Certified-Organic-8-5-oz-240-g_71ddaa98-af0e-48c7-97c8-62040df69eb1.ada452b53e407e14e71b0afb6c70e9fa.jpeg,https://www.walmart.com/ip/Organic-Wheat-Grass-Powder-Sourced-from-USA-USDA-Certified-Organic-8-5-oz-240-g/705154315,iHerb customer,"Sep 9, 2024",5 out of 5 stars review,Excellent!,Great product it has improved my skin and hair health,tensor(0.),tensor(0.5260),tensor(0.4740),tensor(0.8020),positive,positive
"Organic Wheat Grass Powder, Sourced from USA, USDA Certified Organic, 8.5 oz (240 g)",tensor(705154315),"Formulated with Organic Wheat Grass Harvested from Kansas, USA Adds a Mild, Grassy, and Sweet Flavor to Recipes Mix into Smoothies, Shakes, Yogurt, or Oatmeal for an Added Nutritional Boost Suitable for Vegetarians  California Gold Nutrition® Superfoods  Organic Wheat Grass Powder can give all your favorite foods a healthy boost. It’s the perfect addition to smoothies, shakes, yogurt, and oatmeal and can even be baked into your favorite dishes.",California Gold Nutrition,​Main,tensor(4.6000),tensor(788),https://i5.walmartimages.com/seo/Organic-Wheat-Grass-Powder-Sourced-from-USA-USDA-Certified-Organic-8-5-oz-240-g_71ddaa98-af0e-48c7-97c8-62040df69eb1.ada452b53e407e14e71b0afb6c70e9fa.jpeg,https://www.walmart.com/ip/Organic-Wheat-Grass-Powder-Sourced-from-USA-USDA-Certified-Organic-8-5-oz-240-g/705154315,iHerb customer,"Sep 8, 2024",5 out of 5 stars review,Got for my friend,I got this for my friend she choose this product after some research,tensor(0.),tensor(0.7890),tensor(0.2110),tensor(0.4939),positive,positive
"Organic Wheat Grass Powder, Sourced from USA, USDA Certified Organic, 8.5 oz (240 g)",tensor(705154315),"Formulated with Organic Wheat Grass Harvested from Kansas, USA Adds a Mild, Grassy, and Sweet Flavor to Recipes Mix into Smoothies, Shakes, Yogurt, or Oatmeal for an Added Nutritional Boost Suitable for Vegetarians  California Gold Nutrition® Superfoods  Organic Wheat Grass Powder can give all your favorite foods a healthy boost. It’s the perfect addition to smoothies, shakes, yogurt, and oatmeal and can even be baked into your favorite dishes.",California Gold Nutrition,​Main,tensor(4.6000),tensor(788),https://i5.walmartimages.com/seo/Organic-Wheat-Grass-Powder-Sourced-from-USA-USDA-Certified-Organic-8-5-oz-240-g_71ddaa98-af0e-48c7-97c8-62040df69eb1.ada452b53e407e14e71b0afb6c70e9fa.jpeg,https://www.walmart.com/ip/Organic-Wheat-Grass-Powder-Sourced-from-USA-USDA-Certified-Organic-8-5-oz-240-g/705154315,iHerb customer,"Sep 3, 2024",4 out of 5 stars review,powder,good tasting healthy powder easy to use big packaging and long lasting,tensor(0.),tensor(0.5140),tensor(0.4860),tensor(0.8176),positive,positive
"Organic Wheat Grass Powder, Sourced from USA, USDA Certified Organic, 8.5 oz (240 g)",tensor(705154315),"Formulated with Organic Wheat Grass Harvested from Kansas, USA Adds a Mild, Grassy, and Sweet Flavor to Recipes Mix into Smoothies, Shakes, Yogurt, or Oatmeal for an Added Nutritional Boost Suitable for Vegetarians  California Gold Nutrition® Superfoods  Organic Wheat Grass Powder can give all your favorite foods a healthy boost. It’s the perfect addition to smoothies, shakes, yogurt, and oatmeal and can even be baked into your favorite dishes.",California Gold Nutrition,​Main,tensor(4.6000),tensor(788),https://i5.walmartimages.com/seo/Organic-Wheat-Grass-Powder-Sourced-from-USA-USDA-Certified-Organic-8-5-oz-240-g_71ddaa98-af0e-48c7-97c8-62040df69eb1.ada452b53e407e14e71b0afb6c70e9fa.jpeg,https://www.walmart.com/ip/Organic-Wheat-Grass-Powder-Sourced-from-USA-USDA-Certified-Organic-8-5-oz-240-g/705154315,iHerb customer,"Sep 13, 2024",5 out of 5 stars review,Good product,Tastes horrible but I know it is good quality Trusted brand,tensor(0.1230),tensor(0.4380),tensor(0.4380),tensor(0.7750),positive,negative
